,created_at,id,id_str,text,truncated,entities,metadata,source,likes,retweets,user
33,2022-11-16 23:27:59+00:00,1593023105248608256,1593023105248608256,"#SenzoMeyiwaTrial | #sabcnews 📺

""It clearly shows that there was no intruder who entered the house caring a gun. I will prove it""

""Amanga lawo"" 

- Tumelo Madlala as he is continuing to be cross-examined by Adv Mshololo in the Pretoria High Court😀

MacG Shona Pitbulls Thobane https://t.co/fFiXZCiFfn",False,"{'hashtags': [{'text': 'SenzoMeyiwaTrial', 'indices': [19, 36]}, {'text': 'sabcnews', 'indices': [39, 48]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ThisIsColbert', 'name': 'YaseBlock B 🇸🇿', 'id': 433377362, 'id_str': '433377362', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,172,KidiPotse
34,2022-11-16 23:27:37+00:00,1593023009560092672,1593023009560092672,Tumelo wants to be paid to appear in court 🤧🚮 #SenzoMeyiwatrial https://t.co/Reg7DSZlHb,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [64, 81]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': [], 'media': [{'id': 1592860321940738048, 'id_str': '1592860321940738048', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/media/Fhr6BgIXkAAcJBo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Fhr6BgIXkAAcJBo.jpg', 'url': 'https://t.co/Reg7DSZlHb', 'display_url': 'pic.twitter.com/Reg7DSZlHb', 'expanded_url': 'https://twitter.com/NunguSompisi/status/1592860396691787779/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 902, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 511, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1079, 'h': 1435, 'resize': 'fit'}}, 'source_status_id': 1592860396691787779, 'source_status_id_str': '1592860396691787779', 'source_user_id': 1363936146263277574, 'source_user_id_str': '1363936146263277574'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,15,KidiPotse
35,2022-11-16 23:27:04+00:00,1593022871282290689,1593022871282290689,Mshololo has made it easier for the court to discredit Tumelo’s identification of the witness whom he claims he saw on the day of shooting but he again didn’t look into his face coz he was afraid!! Az’khaleeeee #SenzoMeyiwatrial https://t.co/WojD5CgNsd,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,13,KidiPotse
36,2022-11-16 23:26:50+00:00,1593022813367341056,1593022813367341056,"Adv Mshololo grills Tumelo Madlala on why he chose not help the three females who were fighting with the intruder who had the gun.

#SABCNews #SenzoMeyiwatrial #SenzoMeyiwa https://t.co/z4d8d6rEKa",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KingKAzania', 'name': 'Sipho King K Kekana', 'id': 358618731, 'id_str': '358618731', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,32,KidiPotse
37,2022-11-16 23:26:22+00:00,1593022696433995776,1593022696433995776,Same Tumelo who is afraid of camera and must be protected featured in a documentary by Netflix? Amen 🤧#SenzoMeyiwatrial https://t.co/0taEr4LOWb,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [120, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,48,KidiPotse
38,2022-11-16 23:26:17+00:00,1593022677354434560,1593022677354434560,Judge jumps and calls for adjournment. Tumelo needs immediate coaching coz he is losing the script 🤧🚮 #SenzoMeyiwatrial https://t.co/nlIvJQUMHf,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [120, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,55,KidiPotse
39,2022-11-16 23:26:08+00:00,1593022636522471424,1593022636522471424,"South African football will surprise you

😂

#SenzoMeyiwatrial Mshololo Judge Maumela Kelly Khumalo Adv Thobane Teffo Tumelo Madlala Longwe SABC Pitbulls #TelkomMadeOf #DStvMoreForYou Ramaphosa Malema https://t.co/1knQErlEjo",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [65, 82]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NkosinatiMagwa', 'name': '.🇿🇦🇮🇱🇿🇦🇮🇱🇿🇦🇮🇱🇿🇦🇮🇱🇿🇦🇮🇱', 'id': 934430708973621248, 'id_str': '934430708973621248', 'indices': [3, 18]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,23,Oratile_mratii
40,2022-11-16 23:25:53+00:00,1593022573839003648,1593022573839003648,"Dear south African 

If you're unhappy with Judge Maumela's conduct and his consistent negative attitude towards the defence attorney, Mr Thobejane, please lodge a complaint with the JSC Secretariat at jsc@judiciary.org.za.
 #SenzoMeyiwatrial https://t.co/wPo8OLuzPb",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Diegochuene', 'name': 'Diego_Chuene', 'id': 123576066, 'id_str': '123576066', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,385,ncubeprovidence
41,2022-11-16 23:25:44+00:00,1593022537080111105,1593022537080111105,"Izamqhekeza uYour Lordship le chap 🤣🤣🤣 that ""Your Lordship, Your Lordship"" is a final warning to the judge #SenzoMeyiwatrial https://t.co/ezwUprEeHl",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [122, 139]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MrCow_man', 'name': 'Sphiwe Hobasi', 'id': 238161737, 'id_str': '238161737', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,1271,Mjita_oFocused
42,2022-11-16 23:25:28+00:00,1593022470914977794,1593022470914977794,#SenzoMeyiwatrial LLB Twitter can you please explain why Judge Maumela is angry at the media for showing us Tumelo Madlala when we already know him but is happy for the media to show the faces of 5 ppl that are presumed innocent until proven guilty? https://t.co/bOhhI7ziz2,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [20, 37]}], 'symbols': [], 'user_mentions': [{'screen_name': 'JasonKhumaloII', 'name': 'DonOne', 'id': 1548680186832601090, 'id_str': '1548680186832601090', 'indices': [3, 18]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,92,KidiPotse
43,2022-11-16 23:25:03+00:00,1593022365197553665,1593022365197553665,"[UPDATE] #SenzoMeyiwa Cameras will be allowed back in court tomorrow. The issue and person involved has been identified. It was an error that Madlala's visual was shown. 

#SenzoMeyiwatrial 
#eNCA",False,"{'hashtags': [{'text': 'SenzoMeyiwa', 'indices': [27, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Sli_Masikane', 'name': 'Silindelo Masikane', 'id': 1271289963481493504, 'id_str': '1271289963481493504', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,125,Nthabiseng6366
44,2022-11-16 23:25:02+00:00,1593022361837895680,1593022361837895680,"When de line of questioning starts to be too hot for Tumelo Madlala when he says he didn't see de intruder properly coz he was scared yet he's able to point him out in court Judge rushes for tea break so they can coach him haisukq man nx! 

#SenzoMeyiwatrial Longwe Chicco Sello https://t.co/FNuU3EYCxA",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kelebz007', 'name': 'Tears of Mama Africa', 'id': 274439791, 'id_str': '274439791', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,111,Gladwinmath
45,2022-11-16 23:24:22+00:00,1593022192249249792,1593022192249249792,"Tumelo Madlala admits he cannot say exactly who shot #SenzoMeyiwatrial 

#SABCNEWS #SenzoMeyiwatrial https://t.co/FmgSjl6HOQ",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [70, 87]}, {'text': 'SABCNEWS', 'indices': [90, 99]}, {'text': 'SenzoMeyiwatrial', 'indices': [100, 117]}], 'symbols': [], 'user_mentions': [{'screen_name': 'KingKAzania', 'name': 'Sipho King K Kekana', 'id': 358618731, 'id_str': '358618731', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,176,nzirayashe
46,2022-11-16 23:24:06+00:00,1593022127225327616,1593022127225327616,"Dear south African 

If you're unhappy with Judge Maumela's conduct and his consistent negative attitude towards the defence attorney, Mr Thobejane, please lodge a complaint with the JSC Secretariat at jsc@judiciary.org.za.
 #SenzoMeyiwatrial https://t.co/wPo8OLuzPb",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Diegochuene', 'name': 'Diego_Chuene', 'id': 123576066, 'id_str': '123576066', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for iPhone,0,385,guyguy_ng
47,2022-11-16 23:23:24+00:00,1593021948833206272,1593021948833206272,"Advocate Mshololo: Did you call ambulance to come assist? 

Tumelo answer was suppose to be No we didn't call the ambulance because the intruders took our phones.

This shows that no intruders was in the house. The intruders story is made up. 

#SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JuliasMotaung', 'name': 'Rams', 'id': 910131624167297024, 'id_str': '910131624167297024', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,98,mzamanekhobane
48,2022-11-16 23:23:15+00:00,1593021911059292160,1593021911059292160,"When you have been bullied and your big sister shows up 
#SenzoMeyiwatrial https://t.co/nn2XUjjj7K",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [74, 91]}], 'symbols': [], 'user_mentions': [{'screen_name': 'irischawane', 'name': 'Mrs C🌻', 'id': 1460585055559028737, 'id_str': '1460585055559028737', 'indices': [3, 15]}], 'urls': [], 'media': [{'id': 1592802769320255488, 'id_str': '1592802769320255488', 'indices': [92, 115], 'media_url': 'http://pbs.twimg.com/media/FhrFrf6XoAAL9kH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhrFrf6XoAAL9kH.jpg', 'url': 'https://t.co/nn2XUjjj7K', 'display_url': 'pic.twitter.com/nn2XUjjj7K', 'expanded_url': 'https://twitter.com/irischawane/status/1592802772793315328/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'source_status_id': 1592802772793315328, 'source_status_id_str': '1592802772793315328', 'source_user_id': 1460585055559028737, 'source_user_id_str': '1460585055559028737'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,375,Mjita_oFocused
49,2022-11-16 23:22:51+00:00,1593021810466963456,1593021810466963456,"At this point I was going to say, fuck this my lord, fuck Kelly, Fuck chicco, fuck Baloyi, if I die, I die!!! Longwe shot senzo as per my first statement 😂🤣😂🤣! If I was tumelo #SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Mogoshadi_', 'name': 'Mogoshadi', 'id': 4437788661, 'id_str': '4437788661', 'indices': [3, 14]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,105,KidiPotse
50,2022-11-16 23:22:37+00:00,1593021753156317186,1593021753156317186,"Dear south African 

If you're unhappy with Judge Maumela's conduct and his consistent negative attitude towards the defence attorney, Mr Thobejane, please lodge a complaint with the JSC Secretariat at jsc@judiciary.org.za.
 #SenzoMeyiwatrial https://t.co/wPo8OLuzPb",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Diegochuene', 'name': 'Diego_Chuene', 'id': 123576066, 'id_str': '123576066', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,385,njaps12
51,2022-11-16 23:22:14+00:00,1593021656368566273,1593021656368566273,"‘It was my money and I shared it with no one': Tumelo Madlala quizzed about NETFLIX money. 

Senzo Meyiwa’s “best friend” Tumelo Madlala was questioned about the money he received from Netflix for exclusive content he gave to the production company.

#SenzoMeyiwatrial #MDNnews https://t.co/UlNGcOnyuC",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MDNnewss', 'name': 'MDN NEWS', 'id': 897524593044443137, 'id_str': '897524593044443137', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,33,KidiPotse
52,2022-11-16 23:21:50+00:00,1593021557978591234,1593021557978591234,"I always believe a defensive person is the guilty party..he might not have pulled the trigger but Tumelo knows who killed Senzo. His responses say it all
#SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JustKelay', 'name': 'Kelebogile Malebo', 'id': 1429475882314391559, 'id_str': '1429475882314391559', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,16,KidiPotse
53,2022-11-16 23:21:38+00:00,1593021503917871104,1593021503917871104,Tumelo missed the opportunity to say he didn’t call the ambulance because he didn’t have a cellphone. I hope mshololo picked that up. Ay’khale 😂🔥 #SenzoMeyiwatrial,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SoniaBooth_ZA', 'name': 'Sonia after Booth', 'id': 1434808184091385859, 'id_str': '1434808184091385859', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,10,KidiPotse
54,2022-11-16 23:20:17+00:00,1593021167434366976,1593021167434366976,"She meticulously cornered Tumelo Madlala to concede few critical facts.

Kodus to Adv Mshololo⁉️

#SenzoMeyiwa 
#SenzoMeyiwatrial #SenzoMeyiwaTrail https://t.co/LdLUaP1gnu",False,"{'hashtags': [{'text': 'SenzoMeyiwa', 'indices': [113, 125]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MsKabzela', 'name': 'Billions4Her2', 'id': 1247247207222390784, 'id_str': '1247247207222390784', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,6,KidiPotse
55,2022-11-16 23:19:48+00:00,1593021043467513856,1593021043467513856,"[UPDATE] #SenzoMeyiwa Cameras will be allowed back in court tomorrow. The issue and person involved has been identified. It was an error that Madlala's visual was shown. 

#SenzoMeyiwatrial 
#eNCA",False,"{'hashtags': [{'text': 'SenzoMeyiwa', 'indices': [27, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Sli_Masikane', 'name': 'Silindelo Masikane', 'id': 1271289963481493504, 'id_str': '1271289963481493504', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,125,AndileNyawo_Sim
56,2022-11-16 23:19:40+00:00,1593021009825009664,1593021009825009664,Judge jumps and calls for adjournment. Tumelo needs immediate coaching coz he is losing the script 🤧🚮 #SenzoMeyiwatrial https://t.co/nlIvJQUMHf,False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [120, 137]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,55,mvelasecebo
57,2022-11-16 23:18:30+00:00,1593020718849351680,1593020718849351680,"#SenzoMeyiwatrial
We need a petition to remove judge Maumela! https://t.co/AHFXAlu6Mx",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [15, 32]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MahlodiJR', 'name': 'No DMs Please 🚫', 'id': 941229869937160192, 'id_str': '941229869937160192', 'indices': [3, 13]}], 'urls': [], 'media': [{'id': 1592452552393629699, 'id_str': '1592452552393629699', 'indices': [77, 100], 'media_url': 'http://pbs.twimg.com/media/FhmHKMMWIAMvhkT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhmHKMMWIAMvhkT.jpg', 'url': 'https://t.co/AHFXAlu6Mx', 'display_url': 'pic.twitter.com/AHFXAlu6Mx', 'expanded_url': 'https://twitter.com/MahlodiJR/status/1592452565006188545/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 540, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 952, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1625, 'resize': 'fit'}}, 'source_status_id': 1592452565006188545, 'source_status_id_str': '1592452565006188545', 'source_user_id': 941229869937160192, 'source_user_id_str': '941229869937160192'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,809,chomamultimedia
58,2022-11-16 23:17:54+00:00,1593020567145566208,1593020567145566208,"Tumelo Madlala admits he cannot say exactly who shot #SenzoMeyiwatrial 

#SABCNEWS #SenzoMeyiwatrial https://t.co/FmgSjl6HOQ",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [70, 87]}, {'text': 'SABCNEWS', 'indices': [90, 99]}, {'text': 'SenzoMeyiwatrial', 'indices': [100, 117]}], 'symbols': [], 'user_mentions': [{'screen_name': 'KingKAzania', 'name': 'Sipho King K Kekana', 'id': 358618731, 'id_str': '358618731', 'indices': [3, 15]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,176,KidiPotse
59,2022-11-16 23:17:21+00:00,1593020426309238784,1593020426309238784,"Chicco Twala after the death of Senzo Meyiwa he offered Kelly Khumalo a holiday overseas, now he is flirting with Senzo family, such people are dangerous to the core. #SenzoMeyiwaTrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AdvoBarryRoux', 'name': 'Man’s NOT Barry Roux \uf8ff', 'id': 2449502355, 'id_str': '2449502355', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter Web App,0,270,manabefidel1
60,2022-11-16 23:16:44+00:00,1593020274030440448,1593020274030440448,"Advocate Mshololo showed us that Tumelo Madlala is a greedy human being.
#SenzoMeyiwatrial https://t.co/IDNcPKmcHl",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [86, 103]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Mlu__N2', 'name': 'Mlungisi', 'id': 1532193385028521984, 'id_str': '1532193385028521984', 'indices': [3, 11]}], 'urls': [], 'media': [{'id': 1592811457456087040, 'id_str': '1592811457456087040', 'indices': [104, 127], 'media_url': 'http://pbs.twimg.com/media/FhrNlNvXoAAKI26.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhrNlNvXoAAKI26.jpg', 'url': 'https://t.co/IDNcPKmcHl', 'display_url': 'pic.twitter.com/IDNcPKmcHl', 'expanded_url': 'https://twitter.com/Mlu__N2/status/1592811460501311489/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 680, 'h': 424, 'resize': 'fit'}, 'large': {'w': 680, 'h': 424, 'resize': 'fit'}, 'small': {'w': 680, 'h': 424, 'resize': 'fit'}}, 'source_status_id': 1592811460501311489, 'source_status_id_str': '1592811460501311489', 'source_user_id': 1532193385028521984, 'source_user_id_str': '1532193385028521984'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,57,KidiPotse
61,2022-11-16 23:16:36+00:00,1593020237305511937,1593020237305511937,"Advocate Mshololo: Did you call ambulance to come assist? 

Tumelo answer was suppose to be No we didn't call the ambulance because the intruders took our phones.

This shows that no intruders was in the house. The intruders story is made up. 

#SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JuliasMotaung', 'name': 'Rams', 'id': 910131624167297024, 'id_str': '910131624167297024', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,98,KidiPotse
62,2022-11-16 23:15:50+00:00,1593020046666002432,1593020046666002432,"By the way, there a lot of Tumelo Madlala’s out there! 

They love when you’re around &amp; thriving. 

Be careful #SenzoMeyiwatrial",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tumisole', 'name': 'Tumi Sole', 'id': 171977969, 'id_str': '171977969', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,71,sonotshiso
63,2022-11-16 23:15:07+00:00,1593019864503189504,1593019864503189504,So Longwe confronts the armed intruder. The intruder is pushed away. Doesn't shoot. Allows Longwe to go out not knowing whether he is going to call for help or getting fire arm from cars outside? Impossible story. #SenzoMeyiwatrial,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SimpiweKumalo', 'name': 'Simphiwe Khumalo Says', 'id': 542890786, 'id_str': '542890786', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,11,KidiPotse
64,2022-11-16 23:14:46+00:00,1593019777580437504,1593019777580437504,"When you have been bullied and your big sister shows up 
#SenzoMeyiwatrial https://t.co/nn2XUjjj7K",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [74, 91]}], 'symbols': [], 'user_mentions': [{'screen_name': 'irischawane', 'name': 'Mrs C🌻', 'id': 1460585055559028737, 'id_str': '1460585055559028737', 'indices': [3, 15]}], 'urls': [], 'media': [{'id': 1592802769320255488, 'id_str': '1592802769320255488', 'indices': [92, 115], 'media_url': 'http://pbs.twimg.com/media/FhrFrf6XoAAL9kH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FhrFrf6XoAAL9kH.jpg', 'url': 'https://t.co/nn2XUjjj7K', 'display_url': 'pic.twitter.com/nn2XUjjj7K', 'expanded_url': 'https://twitter.com/irischawane/status/1592802772793315328/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'source_status_id': 1592802772793315328, 'source_status_id_str': '1592802772793315328', 'source_user_id': 1460585055559028737, 'source_user_id_str': '1460585055559028737'}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,375,DjUsb3
65,2022-11-16 23:13:53+00:00,1593019555567525888,1593019555567525888,"Three laddies started  fighting the intruder! Mthoko, Tumelo, Senzo and Longwe were still watching the soccer on tv? Man and soccer 😭#SenzoMeyiwaTrial https://t.co/gd7KfR5PKP",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,9,KidiPotse
66,2022-11-16 23:13:23+00:00,1593019428547231744,1593019428547231744,First time in history where the judge might turn out to be part of the suspects in a case he was the judge in!! Unfolding #SenzoMeyiwatrial https://t.co/bAlzkz5ciz,False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NunguSompisi', 'name': 'Sir Nungu', 'id': 1363936146263277574, 'id_str': '1363936146263277574', 'indices': [3, 16]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,584,_Malehlohonolo_
67,2022-11-16 23:12:03+00:00,1593019094126972930,1593019094126972930,"When de line of questioning starts to be too hot for Tumelo Madlala when he says he didn't see de intruder properly coz he was scared yet he's able to point him out in court Judge rushes for tea break so they can coach him haisukq man nx! 

#SenzoMeyiwatrial Longwe Chicco Sello https://t.co/FNuU3EYCxA",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kelebz007', 'name': 'Tears of Mama Africa', 'id': 274439791, 'id_str': '274439791', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,111,KidiPotse
68,2022-11-16 23:11:15+00:00,1593018891328159744,1593018891328159744,"A hostile witness with unreliable evidence is Now loading...

Drunkat the time, Not certain of who's who amongst the accused; &amp; certainly Never seen no.5! Great

#SenzoMeyiwa #SenzoMeyiwatrial #SenzoMeyiwaTrail",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MsKabzela', 'name': 'Billions4Her2', 'id': 1247247207222390784, 'id_str': '1247247207222390784', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for iPhone,0,2,VLamaTurbo
69,2022-11-16 23:09:56+00:00,1593018561806577664,1593018561806577664,"#SenzoMeyiwatrial The way Mshololo is grilling Tumelo Madlala, proving to him that there was no intruder

Mshololo: You said Longwe pushed the 1st intruder, is it possible for someone to stand up and go towards someone who is armed ( 1st intruder)

Madlala: I'm also asking https://t.co/toFl2x6uRD",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [14, 31]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MDNnewss', 'name': 'MDN NEWS', 'id': 897524593044443137, 'id_str': '897524593044443137', 'indices': [3, 12]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,142,KidiPotse
70,2022-11-16 23:09:29+00:00,1593018449248165888,1593018449248165888,"first it was Malume, I guess this is MCHANA 

#SenzoMeyiwatrial | Cass | Pitbulls | MacG | #adidasBlackFriday https://t.co/E9S9aImuqb",False,"{'hashtags': [{'text': 'SenzoMeyiwatrial', 'indices': [65, 82]}, {'text': 'adidasBlackFriday', 'indices': [110, 128]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ziyanda_black', 'name': 'Ziyanda Black \uea00', 'id': 1201825926851551232, 'id_str': '1201825926851551232', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,0,33,LGO43136354
